117,695	117,695	117,728
117,695	117,697	117,006
117,695	117,697	117,006
117,695	117,697	116,719
117,695	117,699	117,140
117,695	117,699	117,140
117,695	117,698	117,396
117,695	117,700	117,102
117,695	117,699	117,399
117,695	117,699	117,399
117,695	117,700	117,414
117,695	117,700	117,489
117,695	117,698	117,807
117,695	117,698	117,807
117,695	117,699	117,425
117,695	117,699	116,900
117,695	117,699	117,112
117,695	117,699	117,112
117,695	117,699	116,883
117,695	117,698	116,726
117,695	117,698	116,726
117,695	117,698	116,837
117,695	117,699	116,677
117,695	117,700	116,266
117,695	117,700	116,266
117,695	117,700	116,198
117,695	117,699	116,612
117,695	117,700	116,883
117,695	117,700	116,883
117,695	117,703	117,199
117,695	117,705	117,156
117,695	117,704	117,232
117,695	117,704	117,232
117,695	117,703	116,636
117,695	117,705	116,800
117,695	117,704	117,236
117,695	117,704	117,236
117,695	117,704	117,357
117,695	117,704	117,071
117,695	117,704	117,071
117,695	117,705	117,101
117,695	117,707	117,491
117,695	117,708	117,700
117,695	117,708	117,700
117,695	117,710	117,207
117,695	117,712	117,356
117,695	117,713	116,916
117,695	117,713	116,916
117,695	117,711	116,609
117,695	117,711	117,002
117,695	117,710	117,078
117,695	117,710	117,078
117,695	117,715	117,596
117,695	117,715	117,705
117,695	117,715	117,705
117,695	117,715	117,886
117,695	117,714	117,841
117,695	117,713	117,384
117,695	117,713	117,384
117,695	117,713	117,363
117,695	117,713	117,315
117,695	117,716	117,398
117,695	117,716	117,398
117,695	117,716	117,383
117,695	117,716	117,433
117,695	117,716	117,503
117,695	117,716	117,503
117,695	117,715	117,879
117,695	117,714	117,602
117,695	117,713	117,564
117,695	117,713	117,564
117,695	117,715	117,591
117,695	117,713	117,853
117,695	117,713	117,853
117,695	117,713	117,474
117,695	117,715	117,077
117,695	117,714	117,322
117,695	117,714	117,322
117,695	117,714	117,108
117,695	117,712	117,422
117,695	117,711	117,193
117,695	117,711	117,193
117,695	117,710	117,044
117,695	117,710	116,809
117,695	117,713	116,144
117,695	117,713	116,144
117,695	117,716	116,490
117,695	117,718	116,444
117,695	117,718	116,444
117,695	117,720	116,955
117,695	117,720	117,069
117,695	117,719	117,493
117,695	117,719	117,493
117,695	117,720	117,150
117,695	117,723	117,612
117,695	117,723	118,134
117,695	117,723	118,134
117,695	117,724	118,254
117,695	117,726	117,808
117,695	117,727	117,791
117,695	117,727	117,791
117,695	117,728	118,066
117,695	117,727	117,411
117,695	117,729	117,381
117,695	117,729	117,381
117,695	117,728	117,338
117,695	117,730	116,997
117,695	117,730	116,997
117,695	117,730	116,612
117,695	117,729	116,874
117,695	117,727	116,634
117,695	117,727	116,634
117,695	117,726	116,908
117,695	117,726	116,791
117,695	117,725	117,118
117,695	117,725	117,118
117,695	117,724	117,241
117,695	117,724	117,155
117,695	117,725	117,147
117,695	117,725	117,147
117,695	117,723	117,311
117,695	117,724	117,444
117,695	117,724	117,444
117,695	117,724	117,066
117,695	117,724	117,164
117,695	117,724	117,279
117,695	117,724	117,279
117,695	117,724	117,019
117,695	117,722	117,181
117,695	117,723	116,980
117,695	117,723	116,980
117,695	117,723	116,483
117,695	117,724	116,466
117,695	117,724	116,080
117,695	117,724	116,080
117,695	117,723	116,195
117,695	117,722	115,687
117,695	117,721	115,854
117,695	117,721	115,854
117,695	117,720	115,911
117,695	117,721	116,310
117,695	117,721	116,310
117,695	117,724	117,336
117,695	117,727	117,580
117,695	117,729	117,253
117,695	117,729	117,253
117,695	117,730	117,112
117,695	117,731	117,623
117,695	117,732	117,394
117,695	117,732	117,394
117,695	117,730	116,950
117,695	117,731	116,831
117,695	117,730	116,422
117,695	117,730	116,422
117,695	117,730	116,801
117,695	117,730	117,014
117,695	117,730	117,014
117,695	117,730	117,108
